Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-10132,2021-04-06,2021-04-11,Standard Class,CUST-1393,Olivia Garcia,Consumer,United States,New York,New York,64602,East,PROD-5132,Technology,Copiers,Copiers Model 633,3228.97,6,0.32,278.12
ORD-10133,2021-05-06,2021-05-12,Same Day,CUST-1126,Aarav Singh,Home Office,United States,Allentown,Pennsylvania,48985,East,PROD-5133,Office Supplies,Storage,Storage Model 465,111.53,4,0.01,11.75
ORD-10134,2021-12-16,2021-12-19,Same Day,CUST-1105,Chen Li,Corporate,United States,New York,New York,89516,East,PROD-5134,Office Supplies,Appliances,Appliances Model 148,9.5,2,0.05,1.99
ORD-10135,2021-02-20,2021-02-22,First Class,CUST-1264,Noah Brown,Corporate,United States,Cincinnati,Ohio,23917,Central,PROD-5135,Office Supplies,Binders,Binders Model 327,82.05,4,0.08,17.55
ORD-10136,2021-04-22,2021-04-28,Standard Class,CUST-1050,Alex Smith,Corporate,United States,Las Vegas,Nevada,48038,West,PROD-5136,Office Supplies,Binders,Binders Model 969,72.1,1,0.07,15.52
ORD-10137,2021-08-12,2021-08-16,Standard Class,CUST-1391,Priya Kumar,Consumer,United States,Charlotte,North Carolina,75308,South,PROD-5137,Office Supplies,Storage,Storage Model 528,102.11,6,0.06,4.48
ORD-10138,2021-04-09,2021-04-13,Same Day,CUST-1259,Sophia Patel,Corporate,United States,Raleigh,North Carolina,41552,South,PROD-5138,Furniture,Chairs,Chairs Model 221,2569.26,8,0.05,501.05
ORD-10139,2021-07-08,2021-07-14,First Class,CUST-1275,Alex Smith,Corporate,United States,Houston,Texas,24089,Central,PROD-5139,Office Supplies,Appliances,Appliances Model 442,160.75,3,0.06,43.44
ORD-10140,2021-05-23,2021-05-27,Second Class,CUST-1206,Alex Smith,Corporate,United States,Eugene,Oregon,84747,West,PROD-5140,Office Supplies,Storage,Storage Model 576,223.45,4,0.06,39.56
ORD-10141,2021-04-12,2021-04-14,Same Day,CUST-1392,Noah Brown,Corporate,United States,Eugene,Oregon,46663,West,PROD-5141,Furniture,Furnishings,Furnishings Model 846,794.98,2,0.13,98.26
ORD-10142,2021-02-15,2021-02-18,First Class,CUST-1387,Priya Kumar,Corporate,United States,Boston,Massachusetts,36090,East,PROD-5142,Office Supplies,Storage,Storage Model 617,34.06,1,0.03,6.62
ORD-10143,2021-06-02,2021-06-04,Same Day,CUST-1266,Sophia Patel,Consumer,United States,Miami,Florida,29521,South,PROD-5143,Furniture,Bookcases,Bookcases Model 621,817.56,5,0.37,162.43
ORD-10144,2021-04-05,2021-04-07,First Class,CUST-1304,Chen Li,Corporate,United States,Eugene,Oregon,76494,West,PROD-5144,Furniture,Furnishings,Furnishings Model 849,658.01,2,0.13,120.45
ORD-10145,2021-05-13,2021-05-19,Second Class,CUST-1214,Olivia Garcia,Consumer,United States,Montgomery,Alabama,50327,South,PROD-5145,Office Supplies,Storage,Storage Model 816,140.05,4,0.22,35.28
ORD-10146,2021-06-25,2021-06-30,Second Class,CUST-1299,Sophia Patel,Home Office,United States,Pittsburgh,Pennsylvania,32349,East,PROD-5146,Technology,Accessories,Accessories Model 537,2581.54,4,0.19,-3.27
ORD-10147,2021-07-23,2021-07-28,Standard Class,CUST-1010,Sophia Patel,Consumer,United States,Augusta,Georgia,51116,South,PROD-5147,Furniture,Chairs,Chairs Model 429,553.95,3,0.3,97.95
ORD-10148,2021-04-22,2021-04-25,Second Class,CUST-1362,Priya Kumar,Consumer,United States,Henderson,Nevada,77984,West,PROD-5148,Office Supplies,Appliances,Appliances Model 213,22.11,1,0.14,5.51
ORD-10149,2021-04-12,2021-04-18,Same Day,CUST-1273,Chen Li,Corporate,United States,Rochester,Minnesota,81601,Central,PROD-5149,Office Supplies,Binders,Binders Model 363,32.57,1,0.01,10.89
ORD-10150,2021-03-15,2021-03-20,Standard Class,CUST-1153,Emily Davis,Consumer,United States,Minneapolis,Minnesota,37168,Central,PROD-5150,Office Supplies,Storage,Storage Model 707,231.63,4,0.15,52.61
ORD-10151,2021-07-28,2021-08-01,First Class,CUST-1063,Olivia Garcia,Corporate,United States,Montgomery,Alabama,98686,South,PROD-5151,Technology,Copiers,Copiers Model 557,1451.16,4,0.14,346.36
ORD-10152,2021-11-24,2021-11-29,First Class,CUST-1366,Jordan Lee,Consumer,United States,Raleigh,North Carolina,55398,South,PROD-5152,Office Supplies,Paper,Paper Model 947,243.96,5,0.17,6.24
ORD-10153,2021-08-07,2021-08-11,First Class,CUST-1288,Emily Davis,Corporate,United States,Mobile,Alabama,27992,South,PROD-5153,Furniture,Tables,Tables Model 112,1452.34,5,0.02,241.47
ORD-10154,2021-08-28,2021-08-31,Standard Class,CUST-1027,Jordan Lee,Home Office,United States,Seattle,Washington,64172,West,PROD-5154,Technology,Accessories,Accessories Model 339,329.67,1,0.09,87.52
ORD-10155,2021-04-09,2021-04-11,Same Day,CUST-1335,Sophia Patel,Consumer,United States,Tampa,Florida,72580,South,PROD-5155,Furniture,Tables,Tables Model 667,704.32,2,0.1,77.38
ORD-10156,2021-06-20,2021-06-22,Second Class,CUST-1334,Olivia Garcia,Corporate,United States,Salem,Oregon,40437,West,PROD-5156,Technology,Phones,Phones Model 548,2345.45,3,0.02,138.54
ORD-10157,2021-07-16,2021-07-21,Same Day,CUST-1096,Emily Davis,Consumer,United States,Cambridge,Massachusetts,14910,East,PROD-5157,Furniture,Furnishings,Furnishings Model 10,712.32,4,0.08,81.62
ORD-10158,2021-01-18,2021-01-22,Standard Class,CUST-1259,Sophia Patel,Corporate,United States,Dallas,Texas,45761,Central,PROD-5158,Office Supplies,Appliances,Appliances Model 198,70.03,1,0.01,10.05
ORD-10159,2021-03-25,2021-03-26,Standard Class,CUST-1008,Chen Li,Home Office,United States,Richmond,Virginia,48669,East,PROD-5159,Office Supplies,Storage,Storage Model 582,88.71,2,0.05,20.15
ORD-10160,2021-10-02,2021-10-09,First Class,CUST-1045,Aarav Singh,Home Office,United States,Tacoma,Washington,97720,West,PROD-5160,Office Supplies,Appliances,Appliances Model 98,219.28,3,0.13,10.5
ORD-10161,2021-03-08,2021-03-09,First Class,CUST-1197,Rahul Verma,Corporate,United States,Spokane,Washington,68554,West,PROD-5161,Furniture,Chairs,Chairs Model 772,405.5,1,0.1,62.77
ORD-10162,2021-09-13,2021-09-20,First Class,CUST-1335,Chen Li,Home Office,United States,Cleveland,Ohio,40972,Central,PROD-5162,Technology,Phones,Phones Model 64,3102.36,6,0.22,175.53
ORD-10163,2021-03-08,2021-03-09,Second Class,CUST-1328,Emily Davis,Consumer,United States,Pittsburgh,Pennsylvania,58174,East,PROD-5163,Office Supplies,Storage,Storage Model 630,104.94,2,0.18,24.89
ORD-10164,2021-03-27,2021-03-29,First Class,CUST-1213,Noah Brown,Corporate,United States,Seattle,Washington,71712,West,PROD-5164,Furniture,Furnishings,Furnishings Model 776,1112.47,5,0.38,19.38
ORD-10165,2021-06-22,2021-06-28,First Class,CUST-1040,Olivia Garcia,Home Office,United States,Tacoma,Washington,24707,West,PROD-5165,Furniture,Furnishings,Furnishings Model 64,272.12,1,0.08,18.0
ORD-10166,2021-05-25,2021-05-27,Second Class,CUST-1349,Rahul Verma,Corporate,United States,Seattle,Washington,86434,West,PROD-5166,Technology,Machines,Machines Model 501,310.88,1,0.12,4.36
ORD-10167,2021-04-27,2021-05-04,Same Day,CUST-1289,Alex Smith,Corporate,United States,Philadelphia,Pennsylvania,83242,East,PROD-5167,Furniture,Furnishings,Furnishings Model 474,1451.07,5,0.04,175.36
ORD-10168,2021-09-27,2021-10-03,Second Class,CUST-1024,Aarav Singh,Corporate,United States,Dallas,Texas,55158,Central,PROD-5168,Furniture,Tables,Tables Model 718,745.83,2,0.12,81.21
ORD-10169,2021-03-16,2021-03-20,Same Day,CUST-1093,Priya Kumar,Corporate,United States,New York,New York,94085,East,PROD-5169,Furniture,Bookcases,Bookcases Model 747,170.53,1,0.07,18.78
ORD-10170,2021-05-11,2021-05-16,Second Class,CUST-1350,Noah Brown,Corporate,United States,Montgomery,Alabama,27431,South,PROD-5170,Office Supplies,Appliances,Appliances Model 670,91.63,2,0.19,11.28
ORD-10171,2021-07-01,2021-07-02,Standard Class,CUST-1002,Alex Smith,Home Office,United States,Houston,Texas,49107,Central,PROD-5171,Office Supplies,Binders,Binders Model 475,190.17,3,0.08,59.95
ORD-10172,2021-06-09,2021-06-13,Standard Class,CUST-1142,Rahul Verma,Consumer,United States,Charlotte,North Carolina,24790,South,PROD-5172,Office Supplies,Storage,Storage Model 33,14.4,3,0.04,3.28
ORD-10173,2021-04-14,2021-04-18,Second Class,CUST-1229,Olivia Garcia,Consumer,United States,Miami,Florida,98083,South,PROD-5173,Furniture,Chairs,Chairs Model 721,301.82,2,0.15,61.85
ORD-10174,2021-04-16,2021-04-21,Standard Class,CUST-1277,Rahul Verma,Consumer,United States,Springfield,Massachusetts,17398,East,PROD-5174,Office Supplies,Appliances,Appliances Model 144,91.23,3,0.12,22.67
ORD-10175,2021-07-22,2021-07-26,Standard Class,CUST-1155,Priya Kumar,Home Office,United States,Naperville,Illinois,96535,Central,PROD-5175,Office Supplies,Storage,Storage Model 534,100.57,2,0.06,14.08
ORD-10176,2021-07-26,2021-07-31,Same Day,CUST-1285,Sophia Patel,Corporate,United States,Reno,Nevada,16145,West,PROD-5176,Furniture,Tables,Tables Model 996,210.22,3,0.16,13.59
ORD-10177,2021-06-10,2021-06-13,Same Day,CUST-1077,Emily Davis,Corporate,United States,Rochester,Minnesota,59343,Central,PROD-5177,Technology,Machines,Machines Model 189,168.05,1,0.04,9.03
ORD-10178,2021-04-03,2021-04-08,Same Day,CUST-1030,Noah Brown,Corporate,United States,Atlanta,Georgia,64090,South,PROD-5178,Technology,Accessories,Accessories Model 992,1047.04,2,0.25,40.41
ORD-10179,2021-04-17,2021-04-24,First Class,CUST-1332,Jordan Lee,Consumer,United States,Savannah,Georgia,68954,South,PROD-5179,Office Supplies,Binders,Binders Model 868,289.32,3,0.06,85.65
ORD-10180,2021-05-19,2021-05-20,First Class,CUST-1194,Olivia Garcia,Home Office,United States,Austin,Texas,89026,Central,PROD-5180,Furniture,Chairs,Chairs Model 41,265.07,4,0.01,23.32
ORD-10181,2021-05-28,2021-06-03,Same Day,CUST-1107,Chen Li,Home Office,United States,Springfield,Massachusetts,49739,East,PROD-5181,Technology,Accessories,Accessories Model 980,2596.5,4,0.23,196.52
ORD-10182,2021-06-28,2021-07-04,Standard Class,CUST-1357,Olivia Garcia,Home Office,United States,Boston,Massachusetts,36805,East,PROD-5182,Furniture,Furnishings,Furnishings Model 407,122.03,1,0.26,29.17
ORD-10183,2021-05-08,2021-05-09,First Class,CUST-1134,Chen Li,Corporate,United States,Salem,Oregon,77215,West,PROD-5183,Office Supplies,Storage,Storage Model 904,58.16,4,0.01,3.75
ORD-10184,2021-07-20,2021-07-26,Standard Class,CUST-1190,Chen Li,Home Office,United States,Charlotte,North Carolina,64254,South,PROD-5184,Office Supplies,Storage,Storage Model 47,205.56,3,0.0,11.18
ORD-10185,2021-07-19,2021-07-24,First Class,CUST-1079,Rahul Verma,Corporate,United States,Seattle,Washington,53236,West,PROD-5185,Technology,Machines,Machines Model 236,246.86,1,0.05,10.07
ORD-10186,2021-08-31,2021-09-07,First Class,CUST-1391,Sophia Patel,Home Office,United States,Savannah,Georgia,94108,South,PROD-5186,Technology,Copiers,Copiers Model 758,10.0,2,0.0,2.09
ORD-10187,2021-05-22,2021-05-25,Standard Class,CUST-1369,Noah Brown,Home Office,United States,Charlotte,North Carolina,74004,South,PROD-5187,Office Supplies,Binders,Binders Model 189,91.68,2,0.09,14.87
ORD-10188,2021-06-12,2021-06-19,Same Day,CUST-1071,Rahul Verma,Home Office,United States,New York,New York,18908,East,PROD-5188,Furniture,Chairs,Chairs Model 725,313.34,3,0.15,74.32
ORD-10189,2021-05-12,2021-05-18,Second Class,CUST-1317,Olivia Garcia,Home Office,United States,Los Angeles,California,73334,West,PROD-5189,Office Supplies,Storage,Storage Model 676,394.67,5,0.11,122.27
ORD-10190,2021-04-04,2021-04-07,Second Class,CUST-1009,Noah Brown,Home Office,United States,Miami,Florida,46010,South,PROD-5190,Technology,Machines,Machines Model 549,1659.13,4,0.16,12.05
ORD-10191,2021-11-21,2021-11-22,Standard Class,CUST-1055,Jordan Lee,Home Office,United States,Austin,Texas,78732,Central,PROD-5191,Technology,Machines,Machines Model 153,301.86,1,0.2,43.89
ORD-10192,2021-08-18,2021-08-21,First Class,CUST-1204,Jordan Lee,Home Office,United States,Tacoma,Washington,58896,West,PROD-5192,Office Supplies,Storage,Storage Model 983,51.41,1,0.05,14.86
ORD-10193,2021-07-17,2021-07-21,First Class,CUST-1351,Jordan Lee,Consumer,United States,Greensboro,North Carolina,95686,South,PROD-5193,Technology,Accessories,Accessories Model 879,1999.69,3,0.17,272.76
ORD-10194,2021-05-20,2021-05-22,Second Class,CUST-1327,Alex Smith,Corporate,United States,Buffalo,New York,32463,East,PROD-5194,Office Supplies,Appliances,Appliances Model 85,46.47,1,0.02,12.46
ORD-10195,2021-03-31,2021-04-04,Second Class,CUST-1118,Rahul Verma,Corporate,United States,Greensboro,North Carolina,84289,South,PROD-5195,Technology,Phones,Phones Model 487,570.02,1,0.03,187.16
ORD-10196,2021-08-02,2021-08-03,Standard Class,CUST-1162,Alex Smith,Home Office,United States,Houston,Texas,37152,Central,PROD-5196,Office Supplies,Paper,Paper Model 602,48.83,3,0.12,3.55
ORD-10197,2021-05-11,2021-05-17,Same Day,CUST-1347,Noah Brown,Corporate,United States,Las Vegas,Nevada,53480,West,PROD-5197,Furniture,Tables,Tables Model 394,131.26,1,0.13,32.21
ORD-10198,2021-06-18,2021-06-24,Second Class,CUST-1224,Rahul Verma,Home Office,United States,San Diego,California,19963,West,PROD-5198,Office Supplies,Paper,Paper Model 349,54.96,1,0.12,7.17
ORD-10199,2021-04-17,2021-04-20,Same Day,CUST-1117,Chen Li,Home Office,United States,Birmingham,Alabama,82487,South,PROD-5199,Office Supplies,Appliances,Appliances Model 964,348.95,5,0.02,51.49
ORD-10200,2021-06-06,2021-06-11,Second Class,CUST-1396,Olivia Garcia,Home Office,United States,Charlotte,North Carolina,48715,South,PROD-5200,Technology,Machines,Machines Model 818,1523.54,2,0.15,331.09
ORD-10201,2021-04-20,2021-04-27,Standard Class,CUST-1379,Aarav Singh,Corporate,United States,Los Angeles,California,51507,West,PROD-5201,Furniture,Furnishings,Furnishings Model 370,547.72,2,0.01,183.15
ORD-10202,2021-04-22,2021-04-24,First Class,CUST-1053,Priya Kumar,Corporate,United States,New York,New York,21442,East,PROD-5202,Office Supplies,Storage,Storage Model 192,88.52,1,0.12,3.26
ORD-10203,2021-06-05,2021-06-10,Second Class,CUST-1014,Jordan Lee,Home Office,United States,Greensboro,North Carolina,56388,South,PROD-5203,Technology,Machines,Machines Model 568,1020.18,3,0.18,136.6
ORD-10204,2021-03-07,2021-03-08,Same Day,CUST-1399,Jordan Lee,Consumer,United States,Virginia Beach,Virginia,83339,East,PROD-5204,Office Supplies,Appliances,Appliances Model 927,10.8,1,0.25,-0.11
ORD-10205,2021-03-09,2021-03-16,First Class,CUST-1155,Emily Davis,Corporate,United States,Tacoma,Washington,74634,West,PROD-5205,Furniture,Tables,Tables Model 150,611.74,2,0.14,49.3
ORD-10206,2021-04-09,2021-04-15,Same Day,CUST-1040,Chen Li,Corporate,United States,Cambridge,Massachusetts,42990,East,PROD-5206,Office Supplies,Storage,Storage Model 967,85.52,1,0.15,2.3
ORD-10207,2021-05-07,2021-05-10,Second Class,CUST-1070,Emily Davis,Home Office,United States,Henderson,Nevada,10887,West,PROD-5207,Furniture,Furnishings,Furnishings Model 972,269.46,1,0.12,19.14
ORD-10208,2021-07-23,2021-07-30,First Class,CUST-1221,Olivia Garcia,Corporate,United States,Mobile,Alabama,27842,South,PROD-5208,Office Supplies,Appliances,Appliances Model 308,91.7,3,0.1,14.95
ORD-10209,2021-05-10,2021-05-16,First Class,CUST-1150,Sophia Patel,Corporate,United States,Aurora,Illinois,85481,Central,PROD-5209,Furniture,Furnishings,Furnishings Model 801,1273.88,3,0.0,308.51
ORD-10210,2021-05-19,2021-05-24,Second Class,CUST-1289,Rahul Verma,Corporate,United States,Salem,Oregon,87624,West,PROD-5210,Office Supplies,Storage,Storage Model 559,74.04,1,0.15,11.45
ORD-10211,2021-05-03,2021-05-08,Same Day,CUST-1150,Jordan Lee,Corporate,United States,San Diego,California,63627,West,PROD-5211,Technology,Accessories,Accessories Model 690,1355.15,3,0.16,95.68
ORD-10212,2021-06-11,2021-06-13,Standard Class,CUST-1367,Aarav Singh,Corporate,United States,Augusta,Georgia,59412,South,PROD-5212,Furniture,Bookcases,Bookcases Model 76,363.17,1,0.16,80.14
ORD-10213,2021-04-03,2021-04-05,Second Class,CUST-1185,Noah Brown,Corporate,United States,Greensboro,North Carolina,87833,South,PROD-5213,Technology,Machines,Machines Model 654,622.14,2,0.08,21.62
ORD-10214,2021-05-14,2021-05-17,Standard Class,CUST-1332,Olivia Garcia,Home Office,United States,New York,New York,15806,East,PROD-5214,Technology,Copiers,Copiers Model 577,3171.69,7,0.08,461.01
ORD-10215,2021-06-17,2021-06-24,First Class,CUST-1114,Noah Brown,Consumer,United States,Montgomery,Alabama,77999,South,PROD-5215,Furniture,Chairs,Chairs Model 572,57.73,1,0.03,15.43
ORD-10216,2021-06-05,2021-06-07,First Class,CUST-1013,Sophia Patel,Corporate,United States,Reno,Nevada,23703,West,PROD-5216,Office Supplies,Binders,Binders Model 303,26.31,1,0.2,4.19
ORD-10217,2021-05-21,2021-05-26,First Class,CUST-1176,Sophia Patel,Home Office,United States,Miami,Florida,37114,South,PROD-5217,Furniture,Bookcases,Bookcases Model 534,344.36,4,0.24,17.26
ORD-10218,2021-05-22,2021-05-29,First Class,CUST-1035,Emily Davis,Consumer,United States,Montgomery,Alabama,15856,South,PROD-5218,Office Supplies,Appliances,Appliances Model 830,119.47,3,0.0,40.04
ORD-10219,2021-06-24,2021-06-29,Standard Class,CUST-1265,Priya Kumar,Home Office,United States,Buffalo,New York,82339,East,PROD-5219,Furniture,Tables,Tables Model 164,2270.53,4,0.05,474.6
ORD-10220,2021-11-28,2021-11-29,Standard Class,CUST-1328,Aarav Singh,Consumer,United States,Saint Paul,Minnesota,61849,Central,PROD-5220,Office Supplies,Binders,Binders Model 30,147.01,6,0.11,41.93
ORD-10221,2021-04-06,2021-04-11,Standard Class,CUST-1106,Emily Davis,Corporate,United States,Henderson,Nevada,18200,West,PROD-5221,Office Supplies,Paper,Paper Model 592,30.3,1,0.24,3.66
ORD-10222,2021-12-02,2021-12-05,Second Class,CUST-1135,Sophia Patel,Corporate,United States,Cambridge,Massachusetts,79168,East,PROD-5222,Furniture,Furnishings,Furnishings Model 990,100.93,1,0.1,12.06
ORD-10223,2021-04-04,2021-04-08,First Class,CUST-1181,Sophia Patel,Corporate,United States,Rochester,Minnesota,90918,Central,PROD-5223,Technology,Phones,Phones Model 177,2067.52,3,0.06,110.3
ORD-10224,2021-02-12,2021-02-13,Standard Class,CUST-1157,Jordan Lee,Consumer,United States,Austin,Texas,33992,Central,PROD-5224,Office Supplies,Paper,Paper Model 383,53.61,1,0.12,6.09
ORD-10225,2021-04-19,2021-04-20,Same Day,CUST-1096,Sophia Patel,Home Office,United States,Reno,Nevada,93296,West,PROD-5225,Furniture,Furnishings,Furnishings Model 551,986.61,3,0.2,183.9
ORD-10226,2021-06-13,2021-06-16,First Class,CUST-1231,Olivia Garcia,Corporate,United States,Spokane,Washington,17026,West,PROD-5226,Furniture,Tables,Tables Model 887,195.2,1,0.13,9.64
ORD-10227,2021-10-28,2021-11-04,Same Day,CUST-1210,Sophia Patel,Consumer,United States,Dallas,Texas,64477,Central,PROD-5227,Furniture,Furnishings,Furnishings Model 728,8.3,2,0.17,0.13
ORD-10228,2021-03-31,2021-04-07,Standard Class,CUST-1150,Alex Smith,Consumer,United States,Charlotte,North Carolina,46025,South,PROD-5228,Technology,Phones,Phones Model 231,795.77,1,0.01,214.51
ORD-10229,2021-06-24,2021-06-27,Second Class,CUST-1294,Jordan Lee,Home Office,United States,Aurora,Illinois,45112,Central,PROD-5229,Technology,Machines,Machines Model 794,874.28,1,0.07,104.81
ORD-10230,2021-03-12,2021-03-14,Same Day,CUST-1053,Rahul Verma,Corporate,United States,Austin,Texas,49021,Central,PROD-5230,Technology,Accessories,Accessories Model 896,2303.39,5,0.0,371.5
ORD-10231,2021-10-23,2021-10-24,Second Class,CUST-1398,Rahul Verma,Corporate,United States,Pittsburgh,Pennsylvania,37509,East,PROD-5231,Furniture,Furnishings,Furnishings Model 831,94.47,3,0.25,16.37
ORD-10232,2021-08-20,2021-08-22,Standard Class,CUST-1031,Olivia Garcia,Home Office,United States,Minneapolis,Minnesota,55982,Central,PROD-5232,Furniture,Tables,Tables Model 546,515.77,3,0.02,143.48
ORD-10233,2021-04-22,2021-04-27,First Class,CUST-1264,Jordan Lee,Home Office,United States,Aurora,Illinois,27771,Central,PROD-5233,Office Supplies,Storage,Storage Model 986,176.85,4,0.16,2.6
ORD-10234,2021-02-25,2021-02-26,Standard Class,CUST-1075,Chen Li,Home Office,United States,Orlando,Florida,42447,South,PROD-5234,Furniture,Tables,Tables Model 780,1739.61,4,0.05,457.0
ORD-10235,2021-09-05,2021-09-06,Same Day,CUST-1193,Sophia Patel,Home Office,United States,Charlotte,North Carolina,19898,South,PROD-5235,Technology,Copiers,Copiers Model 649,281.83,1,0.1,48.66
ORD-10236,2021-05-13,2021-05-19,Same Day,CUST-1250,Chen Li,Home Office,United States,Allentown,Pennsylvania,86278,East,PROD-5236,Office Supplies,Storage,Storage Model 3,233.17,4,0.08,56.03
ORD-10237,2021-08-25,2021-08-29,Second Class,CUST-1274,Aarav Singh,Home Office,United States,Allentown,Pennsylvania,38551,East,PROD-5237,Technology,Copiers,Copiers Model 992,1894.98,4,0.18,387.29
ORD-10238,2021-05-21,2021-05-28,First Class,CUST-1281,Olivia Garcia,Corporate,United States,Savannah,Georgia,27117,South,PROD-5238,Office Supplies,Storage,Storage Model 580,244.15,4,0.14,16.25
ORD-10239,2021-05-24,2021-05-25,Same Day,CUST-1009,Jordan Lee,Consumer,United States,Mobile,Alabama,30707,South,PROD-5239,Furniture,Chairs,Chairs Model 452,113.17,1,0.03,37.86
ORD-10240,2021-04-23,2021-04-30,First Class,CUST-1082,Emily Davis,Consumer,United States,Orlando,Florida,22234,South,PROD-5240,Technology,Accessories,Accessories Model 671,1813.84,3,0.18,508.11
ORD-10241,2021-07-04,2021-07-09,Second Class,CUST-1203,Emily Davis,Corporate,United States,Columbus,Ohio,40689,Central,PROD-5241,Technology,Accessories,Accessories Model 440,2980.09,6,0.14,169.6
ORD-10242,2021-05-28,2021-06-04,Standard Class,CUST-1304,Rahul Verma,Consumer,United States,New York,New York,78084,East,PROD-5242,Office Supplies,Paper,Paper Model 697,139.89,4,0.18,34.65
ORD-10243,2021-06-26,2021-06-28,Same Day,CUST-1356,Priya Kumar,Home Office,United States,Miami,Florida,72613,South,PROD-5243,Office Supplies,Paper,Paper Model 73,111.69,2,0.09,10.44
ORD-10244,2021-03-04,2021-03-06,First Class,CUST-1189,Emily Davis,Home Office,United States,Las Vegas,Nevada,27973,West,PROD-5244,Furniture,Chairs,Chairs Model 392,1260.34,4,0.16,22.06
ORD-10245,2021-08-29,2021-09-04,Standard Class,CUST-1226,Chen Li,Home Office,United States,Seattle,Washington,37925,West,PROD-5245,Technology,Phones,Phones Model 644,1321.88,3,0.28,297.15
ORD-10246,2021-09-24,2021-09-28,Second Class,CUST-1052,Priya Kumar,Home Office,United States,Henderson,Nevada,26142,West,PROD-5246,Office Supplies,Binders,Binders Model 604,14.25,3,0.05,1.06
ORD-10247,2021-05-28,2021-06-02,First Class,CUST-1331,Jordan Lee,Corporate,United States,Montgomery,Alabama,42527,South,PROD-5247,Furniture,Tables,Tables Model 567,733.52,5,0.01,226.24
ORD-10248,2021-11-17,2021-11-19,Same Day,CUST-1152,Alex Smith,Corporate,United States,Austin,Texas,41370,Central,PROD-5248,Furniture,Tables,Tables Model 507,1690.65,5,0.16,293.37
ORD-10249,2021-10-15,2021-10-18,Second Class,CUST-1185,Chen Li,Corporate,United States,Miami,Florida,27299,South,PROD-5249,Technology,Phones,Phones Model 397,363.18,1,0.11,37.51
ORD-10250,2021-07-06,2021-07-11,Second Class,CUST-1009,Olivia Garcia,Home Office,United States,Mobile,Alabama,18851,South,PROD-5250,Furniture,Furnishings,Furnishings Model 15,68.78,1,0.04,17.73
ORD-10251,2021-09-06,2021-09-13,Same Day,CUST-1217,Aarav Singh,Consumer,United States,Chicago,Illinois,20803,Central,PROD-5251,Office Supplies,Storage,Storage Model 656,224.12,5,0.03,61.89
ORD-10252,2021-08-09,2021-08-14,Standard Class,CUST-1275,Chen Li,Corporate,United States,Portland,Oregon,61213,West,PROD-5252,Furniture,Tables,Tables Model 601,123.24,1,0.07,5.67
ORD-10253,2021-02-24,2021-02-28,Second Class,CUST-1126,Jordan Lee,Corporate,United States,Arlington,Virginia,66948,East,PROD-5253,Technology,Accessories,Accessories Model 119,2354.31,5,0.15,465.02
ORD-10254,2021-05-04,2021-05-06,Second Class,CUST-1007,Priya Kumar,Home Office,United States,Orlando,Florida,11487,South,PROD-5254,Technology,Accessories,Accessories Model 168,1869.86,5,0.24,380.11
ORD-10255,2021-07-11,2021-07-16,Standard Class,CUST-1191,Priya Kumar,Home Office,United States,Mobile,Alabama,45227,South,PROD-5255,Technology,Copiers,Copiers Model 751,410.68,1,0.07,45.95
ORD-10256,2021-10-02,2021-10-09,First Class,CUST-1365,Olivia Garcia,Corporate,United States,Buffalo,New York,92251,East,PROD-5256,Office Supplies,Paper,Paper Model 79,137.21,3,0.1,10.13
ORD-10257,2021-03-10,2021-03-16,Standard Class,CUST-1189,Priya Kumar,Corporate,United States,Greensboro,North Carolina,43438,South,PROD-5257,Furniture,Furnishings,Furnishings Model 792,156.0,1,0.25,29.07
ORD-10258,2021-02-26,2021-03-04,Second Class,CUST-1007,Rahul Verma,Home Office,United States,New York,New York,16026,East,PROD-5258,Technology,Phones,Phones Model 484,149.53,1,0.01,16.24
ORD-10259,2021-05-17,2021-05-19,Standard Class,CUST-1165,Rahul Verma,Consumer,United States,Minneapolis,Minnesota,64559,Central,PROD-5259,Furniture,Furnishings,Furnishings Model 938,261.14,1,0.07,30.09
ORD-10260,2021-02-14,2021-02-20,Second Class,CUST-1092,Rahul Verma,Home Office,United States,Columbus,Ohio,77603,Central,PROD-5260,Office Supplies,Paper,Paper Model 48,85.32,3,0.11,3.39
ORD-10261,2021-05-15,2021-05-18,Second Class,CUST-1284,Sophia Patel,Corporate,United States,Orlando,Florida,11044,South,PROD-5261,Office Supplies,Storage,Storage Model 378,149.17,3,0.09,7.55
ORD-10262,2021-06-15,2021-06-19,Same Day,CUST-1189,Olivia Garcia,Corporate,United States,Eugene,Oregon,74665,West,PROD-5262,Technology,Accessories,Accessories Model 792,970.78,6,0.23,-14.04
ORD-10263,2021-03-29,2021-04-04,Standard Class,CUST-1278,Chen Li,Consumer,United States,Seattle,Washington,93354,West,PROD-5263,Office Supplies,Paper,Paper Model 860,235.07,4,0.22,39.26
ORD-10264,2021-05-16,2021-05-22,Second Class,CUST-1106,Noah Brown,Home Office,United States,Richmond,Virginia,41217,East,PROD-5264,Office Supplies,Storage,Storage Model 430,74.69,1,0.01,24.72
